id,nominador,nominado,práctica,motivo,fecha
1083,XKNINO,LHAHZY,5S,flexibilidad,2021-06-16 13:49:26
1084,XXDOCZ,NCVITT,5S,liderazgo,2020-07-08 11:50:38
1085,OHZSFW,MPAOFI,Gestión visual,liderazgo,2022-04-12 11:52:19
1086,ZJTHTP,XOKEPR,Gestión visual,liderazgo,2021-09-06 08:22:40
1087,KLASJK,ADACNO,Mindset digital,flexibilidad,2020-03-03 10:11:02
1088,ZFSNEE,GTKOAR,Mejor enfocada,integridad,2021-12-07 10:12:23
1089,YBPEUH,WITHGI,5S,integridad,2021-02-15 10:49:54
1090,ZVRSPJ,ZJTHTP,trabajo en equipo,eficiencia,2021-07-23 13:31:39
1091,LGERMY,CSVDUZ,Mejor enfocada,flexibilidad,2021-04-05 08:44:59
1092,SPISFP,GJXAOW,Mejor enfocada,integridad,2022-11-21 08:11:01
1093,LUTHTK,KJSLKY,Mindset digital,flexibilidad,2020-09-23 11:07:29
1094,WJTRJS,SKTDVR,Mindset digital,flexibilidad,2021-12-03 10:28:39
1095,TNFUQD,AAYJSY,5S,liderazgo,2020-09-09 16:30:41
1096,OQASBV,HVGQZL,trabajo en equipo,liderazgo,2020-09-17 12:05:10
1097,XGLFJS,RHBVCY,Mejor enfocada,liderazgo,2020-09-08 10:46:05
1098,HPCBNT,AAYJSY,Gestión visual,integridad,2022-03-09 08:29:36
1099,RZBQVC,QWEVBT,trabajo en equipo,eficiencia,2021-01-06 08:56:17
1100,WJTRJS,TJVMBD,Mindset digital,integridad,2020-05-07 08:07:43
1101,ZVRSPJ,IWZWZC,Gestión visual,integridad,2020-10-23 08:34:23
1102,YXITAI,TQGKAB,Mejor enfocada,integridad,2022-05-20 10:51:28
1103,MYMUVU,CTJUNF,Mindset digital,eficiencia,2020-08-24 13:19:59
1104,YYZTHO,XXDOCZ,Gestión visual,liderazgo,2020-03-26 09:52:38
1105,YWBCVM,XQOAVC,Mindset digital,integridad,2020-05-26 11:45:12
1106,UTGFSG,PWAOVJ,Gestión visual,integridad,2020-07-06 10:14:34
1107,WITHGI,UPALUH,Gestión visual,integridad,2022-12-08 10:24:45
1108,USOPPP,OKOBZI,trabajo en equipo,integridad,2022-01-14 14:11:32
1109,SESMZO,RHMZLJ,trabajo en equipo,liderazgo,2022-01-21 12:04:11
1110,YSDXVW,VFHEHR,trabajo en equipo,liderazgo,2021-05-26 08:04:20
1111,ZVRSPJ,ZVRSPJ,trabajo en equipo,integridad,2021-02-16 08:13:05
1112,YWBCVM,EKJNGS,Mindset digital,integridad,2022-03-21 11:43:30
1113,OALJGY,LHAHZY,Gestión visual,flexibilidad,2022-10-07 13:55:52
1114,UPALUH,EAOTWG,Mindset digital,flexibilidad,2022-01-24 09:14:44
1115,YPEREB,JQFVBG,trabajo en equipo,eficiencia,2021-09-14 09:38:55
1116,SCEBLG,ADACNO,trabajo en equipo,flexibilidad,2022-09-01 12:48:38
1117,VFHEHR,AKNUZC,Mindset digital,liderazgo,2020-12-11 13:18:59
1118,KLBYOH,CRLVKD,Mindset digital,integridad,2020-11-23 13:54:09
1119,XXOQZL,LBTOGT,Mindset digital,liderazgo,2021-09-14 16:21:04
1120,JQFVBG,AESPXA,Gestión visual,liderazgo,2020-12-04 12:47:56
1121,IYSOAD,ICOBBV,Mindset digital,integridad,2022-10-26 13:13:19
1122,YMYLFX,RIXIXG,Gestión visual,integridad,2020-02-07 14:44:07
1123,OIMGGQ,KUIQQV,trabajo en equipo,integridad,2022-12-26 11:49:17
1124,SPISFP,OQIZSN,trabajo en equipo,flexibilidad,2022-12-14 15:42:22
1125,ZGFFFA,ZFSNEE,Mindset digital,integridad,2020-11-03 12:38:39
1126,HPCBNT,BYARQR,5S,integridad,2021-11-24 11:47:07
1127,ZGFFFA,ZGFFFA,Gestión visual,integridad,2021-04-22 08:39:38
1128,MARBVV,FSGQEK,5S,liderazgo,2022-12-08 15:20:10
1129,RFOFIV,OBTZBH,Gestión visual,liderazgo,2020-09-15 15:46:08
1130,WPQVQF,TJVMBD,Mindset digital,flexibilidad,2021-04-27 15:18:05
1131,XXXQMD,SESMZO,5S,integridad,2021-04-02 16:18:36
1132,TVGKMZ,NUBWLD,Mejor enfocada,eficiencia,2022-06-13 09:54:48
1133,SLTRCW,CATXCK,5S,eficiencia,2020-07-23 12:46:04
1134,NUBWLD,GGCZIW,trabajo en equipo,flexibilidad,2020-03-16 08:07:55
1135,OTDUUD,FSGQEK,Mejor enfocada,liderazgo,2020-03-26 15:57:44
1136,YELGTT,YBPEUH,Mindset digital,liderazgo,2020-03-09 08:44:52
1137,UIUGGE,SCEBLG,trabajo en equipo,flexibilidad,2021-05-20 09:22:43
1138,MDEJQG,HGTZXV,Mindset digital,liderazgo,2021-02-22 10:10:57
1139,YSDXVW,AVNCFG,Mejor enfocada,integridad,2022-12-23 08:15:57
1140,RHLLVF,PDZTYG,Mindset digital,eficiencia,2022-05-10 13:30:06
1141,YYZTHO,GYWCQG,Gestión visual,eficiencia,2022-12-16 10:28:46
1142,UIUGGE,BOVVQR,Gestión visual,liderazgo,2022-03-01 15:56:15
1143,YWBCVM,NUQHZM,Mindset digital,flexibilidad,2022-02-23 09:56:12
1144,YYZTHO,TQGKAB,Mindset digital,flexibilidad,2020-07-16 12:17:08
1145,WPQVQF,WIRZZR,Mejor enfocada,eficiencia,2021-12-03 15:07:49
1146,GBNGHK,CUCDHW,Mejor enfocada,flexibilidad,2021-01-20 16:02:12
1147,ULHLQI,UGJBEZ,trabajo en equipo,liderazgo,2020-09-10 08:08:22
1148,ZVRSPJ,UXWVVZ,5S,eficiencia,2021-02-22 15:26:26
1149,XBWZWG,XBWZWG,5S,liderazgo,2020-08-10 11:35:44
1150,QWEVBT,LTJQSN,Mejor enfocada,flexibilidad,2021-09-13 12:52:33
1151,XKNINO,VTURVS,Mejor enfocada,liderazgo,2020-03-02 09:24:40
1152,KHQIMX,FDKEFG,5S,flexibilidad,2020-10-15 16:30:40
1153,OHZSFW,CUCDHW,Mejor enfocada,liderazgo,2022-08-02 14:35:27
1154,YSDXVW,XOKEPR,Mejor enfocada,eficiencia,2022-12-05 15:41:03
1155,JCOBFG,GBNGHK,trabajo en equipo,flexibilidad,2020-10-28 09:14:03
1156,YELGTT,UUSLBB,Gestión visual,flexibilidad,2020-05-19 08:35:43
1157,XXOQZL,WITHGI,5S,liderazgo,2020-10-23 16:37:37
1158,LOOGPX,HGTZXV,Mejor enfocada,eficiencia,2021-05-13 13:57:44
1159,WPQVQF,WITHGI,trabajo en equipo,eficiencia,2020-02-24 08:44:19
1160,NOPCYT,CTJUNF,Gestión visual,liderazgo,2022-09-28 14:56:00
1161,YXITAI,YWBCVM,Gestión visual,flexibilidad,2020-07-06 12:15:00
1162,UXOIKV,EAOTWG,Mejor enfocada,flexibilidad,2020-05-26 14:33:30
1163,ZVRSPJ,ZVRSPJ,Mindset digital,liderazgo,2021-08-23 08:02:45
1164,PHZJVT,IWZWZC,trabajo en equipo,liderazgo,2020-10-23 16:13:12
1165,TQGKAB,MELVYR,Mejor enfocada,integridad,2020-07-17 09:44:01
1166,XGLFJS,XBWZWG,trabajo en equipo,integridad,2021-04-28 08:15:05
1167,NUQHZM,HCETRA,trabajo en equipo,eficiencia,2021-03-09 10:46:35
1168,UXWVVZ,UXWVVZ,Mejor enfocada,eficiencia,2020-01-10 09:14:28
1169,YSDXVW,VTURVS,5S,integridad,2022-03-09 15:29:01
1170,ZGFFFA,NAAYMW,5S,integridad,2021-07-13 09:15:18
1171,XGLFJS,WPQVQF,Mindset digital,flexibilidad,2020-05-12 15:56:03
1172,ZGFFFA,ICOBBV,Gestión visual,liderazgo,2020-10-12 14:15:29
1173,RCBJMC,AVNCFG,5S,flexibilidad,2021-06-25 09:01:13
1174,XXOQZL,THIDGP,5S,liderazgo,2021-08-05 10:28:40
1175,RZBQVC,PARQZG,Gestión visual,integridad,2021-12-14 13:09:03
1176,WPCELQ,TJVMBD,Gestión visual,flexibilidad,2022-10-11 13:43:24
1177,LTJQSN,ICOBBV,5S,integridad,2022-08-19 12:24:25
1178,KUIQQV,KJSLKY,Gestión visual,liderazgo,2020-08-27 16:48:19
1179,RXRBPK,PWAOVJ,trabajo en equipo,eficiencia,2020-11-19 13:57:32
1180,HOCGQX,GKWWEC,trabajo en equipo,eficiencia,2020-04-24 11:16:04
1181,WPCELQ,WEAMZG,Gestión visual,liderazgo,2020-02-17 11:13:53
1182,WPQVQF,DSPLFC,5S,integridad,2022-01-04 12:04:34
1183,TJVMBD,HOCGQX,5S,flexibilidad,2020-02-13 16:00:26
1184,ZVRSPJ,RHBVCY,Mejor enfocada,eficiencia,2021-09-06 09:35:52
1185,XBWZWG,MSAPPM,Mindset digital,flexibilidad,2020-05-20 10:27:59
1186,GULPBH,EQTLKU,Gestión visual,liderazgo,2020-07-23 13:07:52
1187,ZGFFFA,ZGFFFA,Gestión visual,liderazgo,2020-11-06 12:53:01
1188,KELKAC,AOPCNY,Mejor enfocada,eficiencia,2022-04-12 14:12:55
1189,SKBQGD,QVGXTN,Gestión visual,flexibilidad,2021-02-18 11:07:07
1190,RZBQVC,OTDUUD,Gestión visual,liderazgo,2022-10-28 13:57:39
1191,SRHEUW,OSDYJF,Gestión visual,eficiencia,2021-10-07 09:41:04
1192,WEAMZG,SRHEUW,Mindset digital,flexibilidad,2020-04-21 09:47:27
1193,UTGFSG,UGTYPD,Gestión visual,flexibilidad,2020-04-15 15:54:08
1194,HCETRA,DSHWKM,trabajo en equipo,integridad,2022-01-19 13:26:43
1195,SCEBLG,IAINEP,Mejor enfocada,integridad,2021-12-28 08:30:23
1196,AKNUZC,ADACNO,Gestión visual,flexibilidad,2021-07-07 11:13:14
1197,GHZJTZ,DHEKDV,trabajo en equipo,liderazgo,2020-04-24 15:28:42
1198,UPALUH,DSAIUZ,trabajo en equipo,integridad,2022-03-18 11:58:07
1199,WPCELQ,NUBWLD,5S,liderazgo,2022-01-21 15:33:17
1200,SRHEUW,ELRFFS,trabajo en equipo,integridad,2022-11-24 15:35:24
1201,PWAOVJ,OKOBZI,Mejor enfocada,integridad,2022-10-11 12:07:25
1202,UUSLBB,SLTRCW,Mindset digital,eficiencia,2022-05-23 11:01:22
1203,WJTRJS,CTJUNF,Gestión visual,liderazgo,2021-08-25 11:28:26
1204,BYARQR,BKSNPB,trabajo en equipo,eficiencia,2021-03-03 10:40:54
1205,VTURVS,RCBJMC,trabajo en equipo,eficiencia,2022-06-02 13:19:12
1206,UTGFSG,USOPPP,Mindset digital,flexibilidad,2020-09-28 11:29:13
1207,HGTZXV,CRLVKD,Mejor enfocada,flexibilidad,2022-11-18 08:47:10
1208,TQGKAB,TOUMIM,Mejor enfocada,flexibilidad,2020-02-17 13:15:18
1209,YYZTHO,YELGTT,Mejor enfocada,eficiencia,2021-07-28 09:01:27
1210,PZTNGZ,JSRCFO,5S,liderazgo,2020-05-14 10:51:34
1211,LOCLBR,HCETRA,Gestión visual,liderazgo,2020-05-21 10:43:07
1212,WPCELQ,JVPKMH,5S,eficiencia,2020-10-06 13:11:31
1213,VTURVS,ICOBBV,trabajo en equipo,flexibilidad,2022-01-20 13:43:01
1214,WPCELQ,BPNTVI,Mindset digital,eficiencia,2020-11-27 10:55:40
1215,RHMZLJ,KELKAC,Mejor enfocada,liderazgo,2020-03-19 14:26:18
1216,WPQVQF,UIUGGE,trabajo en equipo,flexibilidad,2020-04-24 08:06:36
1217,WPCELQ,PWAOVJ,Mindset digital,flexibilidad,2022-08-12 10:21:45
1218,ODRKER,ELRFFS,Gestión visual,flexibilidad,2022-01-03 14:46:57
1219,CTJUNF,BKSNPB,Mindset digital,eficiencia,2022-10-10 12:53:21
1220,NGQYDO,ADACNO,Mejor enfocada,eficiencia,2020-10-12 12:44:34
1221,YPEREB,UUSLBB,5S,integridad,2021-08-18 11:26:11
1222,ZGFFFA,ZFSNEE,5S,integridad,2021-07-13 15:06:02
1223,RHMZLJ,JSRCFO,trabajo en equipo,flexibilidad,2021-08-12 13:11:23
1224,XPKFER,XBWZWG,Mejor enfocada,flexibilidad,2022-10-05 11:04:05
1225,ZJTHTP,SKBQGD,Mindset digital,liderazgo,2020-03-17 16:33:20
1226,TVGKMZ,RFOFIV,Mindset digital,liderazgo,2021-07-16 15:45:15
1227,KHQIMX,JGDITO,Mejor enfocada,integridad,2020-09-28 15:41:27
1228,XGLFJS,OIMGGQ,Gestión visual,eficiencia,2021-12-21 11:11:13
1229,XBWZWG,OALJGY,Gestión visual,eficiencia,2021-07-08 16:25:35
1230,UTGFSG,KQMIRF,Mindset digital,integridad,2020-05-19 09:44:31
1231,IWZWZC,DSHWKM,5S,integridad,2020-10-01 11:24:34
1232,TJVMBD,EHQSCS,5S,integridad,2021-03-10 16:14:50
1233,ZJTHTP,UTGFSG,trabajo en equipo,liderazgo,2020-02-07 16:07:08
1234,XGLFJS,SKBQGD,Mindset digital,integridad,2022-08-01 10:43:40
1235,UUSLBB,HOCGQX,Mindset digital,integridad,2020-12-21 12:23:37
1236,UXOIKV,MYMUVU,Mejor enfocada,integridad,2020-05-22 14:08:28
1237,WJTRJS,THIDGP,trabajo en equipo,liderazgo,2020-03-06 16:43:16
1238,OBTZBH,AORPNC,Mindset digital,liderazgo,2020-12-17 14:03:11
1239,WPQVQF,LOOGPX,trabajo en equipo,integridad,2020-07-15 13:58:00
1240,ZJTHTP,YXITAI,Gestión visual,eficiencia,2020-06-19 10:30:05
1241,ZGFFFA,YPEREB,Mindset digital,integridad,2020-05-08 08:40:15
1242,YSDXVW,OALJGY,Mejor enfocada,eficiencia,2020-05-04 14:51:10
1243,XGLFJS,OQIZSN,Mindset digital,liderazgo,2020-10-20 11:33:23
1244,YPEREB,RHBVCY,5S,eficiencia,2021-02-17 13:17:01
1245,OTDUUD,FJQVLT,Mejor enfocada,integridad,2020-02-05 16:03:04
1246,UGJBEZ,SKTDVR,trabajo en equipo,liderazgo,2021-05-26 15:29:58
1247,WJTRJS,KLBYOH,Gestión visual,liderazgo,2020-05-07 14:29:55
1248,NAAYMW,DHEKDV,Gestión visual,eficiencia,2022-12-01 12:38:33
1249,YBPEUH,SLTRCW,5S,integridad,2021-07-08 11:23:00
1250,LYQTZB,JQFVBG,trabajo en equipo,integridad,2021-06-04 12:40:58
1251,ZJTHTP,YXITAI,trabajo en equipo,flexibilidad,2022-01-27 12:34:31
1252,GXGRWS,CSVDUZ,Gestión visual,integridad,2022-03-28 16:44:05
1253,WTEZZM,WPCELQ,Mejor enfocada,flexibilidad,2020-05-14 11:53:12
1254,LOOGPX,HPCBNT,Mejor enfocada,integridad,2022-04-19 08:18:53
1255,UGJBEZ,TQGKAB,Gestión visual,eficiencia,2020-03-10 09:04:01
1256,XXDOCZ,XQOAVC,trabajo en equipo,liderazgo,2021-07-20 12:10:12
1257,ZFSNEE,YYZTHO,Mindset digital,liderazgo,2022-06-15 11:24:00
1258,UPALUH,UPALUH,Mindset digital,eficiencia,2021-01-21 16:52:27
1259,YXITAI,FVVYVK,trabajo en equipo,eficiencia,2020-08-03 12:26:43
1260,YXITAI,YWBCVM,Gestión visual,integridad,2020-07-16 16:58:17
1261,URYLNS,OCRIHG,Mindset digital,integridad,2021-04-02 08:37:46
1262,QBRDLY,PWAOVJ,Mejor enfocada,integridad,2021-04-16 15:46:00
1263,TTJBUR,GXGRWS,Mejor enfocada,integridad,2020-03-17 10:19:36
1264,UXWVVZ,NUBWLD,Mindset digital,liderazgo,2022-03-03 14:41:39
1265,XXDOCZ,VFHEHR,Gestión visual,liderazgo,2021-07-09 16:46:09
1266,XXDOCZ,UXWVVZ,Gestión visual,liderazgo,2020-04-24 10:43:36
1267,SCEBLG,OALJGY,Mindset digital,flexibilidad,2020-07-23 15:22:37
1268,DSPLFC,AUDTVZ,5S,liderazgo,2020-02-07 15:29:19
1269,SKTDVR,OQASBV,trabajo en equipo,integridad,2022-10-13 12:10:56
1270,YXITAI,GYWCQG,Mindset digital,flexibilidad,2022-08-10 14:42:07
1271,TCYMBR,GBNGHK,trabajo en equipo,flexibilidad,2020-06-12 11:44:36
1272,WTEZZM,KELKAC,Mindset digital,eficiencia,2020-01-21 08:43:01
1273,XXXQMD,OQIZSN,5S,flexibilidad,2022-05-16 14:40:27
1274,WTEZZM,PARQZG,Mejor enfocada,eficiencia,2022-07-25 12:32:49
1275,VTURVS,TJVMBD,Mindset digital,flexibilidad,2020-02-03 14:09:17
1276,TJZCUB,RZBQVC,Mejor enfocada,flexibilidad,2021-06-28 13:20:24
1277,MYMUVU,DSAIUZ,Mejor enfocada,flexibilidad,2021-04-20 09:51:08
1278,TOUMIM,LMJATX,Mejor enfocada,integridad,2021-01-12 14:18:32
1279,YPEREB,GKWWEC,Mejor enfocada,eficiencia,2022-08-18 09:55:01
1280,YMYLFX,MMMROI,trabajo en equipo,integridad,2020-06-10 16:44:48
1281,VGUJXS,NAAYMW,Gestión visual,flexibilidad,2022-07-14 08:03:52
1282,ZVRSPJ,GKWWEC,Gestión visual,eficiencia,2020-04-09 15:11:27
1283,SLTRCW,LOOGPX,Gestión visual,liderazgo,2020-07-21 14:58:35
1284,ODRKER,MARBVV,trabajo en equipo,eficiencia,2021-12-24 11:03:41
1285,HOSBFJ,GZTILD,Gestión visual,integridad,2021-09-02 12:08:14
1286,YSDXVW,FDKEFG,Mejor enfocada,liderazgo,2021-04-26 08:41:03
1287,XOKEPR,CGGPQA,Mejor enfocada,liderazgo,2021-05-14 09:13:48
1288,UGJBEZ,NOPCYT,trabajo en equipo,eficiencia,2020-04-06 09:24:36
1289,NAAYMW,CGGPQA,5S,eficiencia,2020-03-20 12:16:25
1290,TCYMBR,GXGRWS,Mindset digital,integridad,2021-09-01 16:01:23
1291,PKOKGH,IAINEP,Gestión visual,integridad,2021-04-06 15:17:25
1292,WPQVQF,GBNGHK,Mejor enfocada,flexibilidad,2022-04-11 10:37:50
1293,TCYMBR,HCETRA,trabajo en equipo,integridad,2022-10-17 08:12:07
1294,OQIZSN,JGDITO,Mejor enfocada,integridad,2022-02-04 16:17:06
1295,MARBVV,HDMEBS,5S,flexibilidad,2021-09-17 15:58:53
1296,ICSTSE,HPCBNT,Gestión visual,liderazgo,2021-04-27 12:02:06
1297,UTGFSG,CGGPQA,Mejor enfocada,flexibilidad,2021-12-24 14:16:15
1298,WITHGI,PDZTYG,Gestión visual,liderazgo,2021-08-02 10:30:03
1299,YWBCVM,EKOPDB,trabajo en equipo,eficiencia,2021-09-24 08:54:53
1300,KHQIMX,FSGQEK,Mejor enfocada,liderazgo,2022-01-12 16:31:01
1301,YELGTT,TCYMBR,Mejor enfocada,integridad,2022-06-17 09:55:46
1302,UTGFSG,MDEJQG,Mejor enfocada,eficiencia,2020-02-18 13:50:19
1303,XBWZWG,OIMGGQ,5S,flexibilidad,2020-02-24 16:52:43
1304,ZJTHTP,EHQSCS,Gestión visual,liderazgo,2022-11-04 09:19:00
1305,YPEREB,YMYLFX,trabajo en equipo,eficiencia,2022-09-07 11:20:37
1306,LRNAYY,GTKOAR,Gestión visual,liderazgo,2020-11-27 16:58:08
1307,PUJIAS,LHAHZY,5S,integridad,2020-11-12 13:37:39
1308,XOKEPR,PARQZG,Mindset digital,flexibilidad,2020-12-28 08:45:08
1309,ZJTHTP,KJSLKY,Gestión visual,flexibilidad,2020-12-10 14:26:07
1310,YWBCVM,XQOAVC,5S,liderazgo,2020-11-17 15:58:05
1311,LUTHTK,EHQSCS,trabajo en equipo,flexibilidad,2020-11-06 10:06:10
1312,ZFSNEE,YBPEUH,Mindset digital,flexibilidad,2022-07-18 15:21:48
1313,VRLILS,VRLILS,Mindset digital,eficiencia,2020-01-03 08:56:17
1314,YXITAI,NGQYDO,trabajo en equipo,eficiencia,2022-10-20 16:43:26
1315,IWZWZC,HOCGQX,Mejor enfocada,flexibilidad,2022-09-20 09:51:13
1316,XGLFJS,GULPBH,Mejor enfocada,eficiencia,2021-09-17 12:31:56
1317,GBNGHK,DSAIUZ,trabajo en equipo,flexibilidad,2021-10-28 15:21:31
1318,ZVRSPJ,MYMUVU,Gestión visual,liderazgo,2021-08-19 08:33:18
1319,OBTZBH,IWZWZC,trabajo en equipo,flexibilidad,2021-08-27 11:24:43
1320,QIFFFW,AVNCFG,5S,integridad,2021-06-23 08:42:58
1321,XXOQZL,OBTZBH,Mindset digital,integridad,2022-04-14 12:14:51
1322,XOKEPR,TCYMBR,Gestión visual,flexibilidad,2022-10-26 11:40:25
1323,TJZCUB,LBTOGT,Mindset digital,flexibilidad,2021-10-11 16:23:06
1324,MPAOFI,AAYJSY,5S,liderazgo,2022-05-20 12:23:54
1325,XGLFJS,MKXWIX,Gestión visual,flexibilidad,2021-09-23 09:07:06
1326,QOUKJT,EQTLKU,Mejor enfocada,integridad,2021-12-06 14:49:36
1327,YSDXVW,SESMZO,Mejor enfocada,liderazgo,2022-10-04 09:49:26
1328,UXOIKV,ULHLQI,trabajo en equipo,eficiencia,2020-11-23 15:06:45
1329,YMYLFX,XXOQZL,Mejor enfocada,integridad,2020-08-13 11:14:46
1330,XXXQMD,UXOIKV,Mejor enfocada,liderazgo,2020-03-04 09:06:08
1331,XQOAVC,UUSLBB,trabajo en equipo,eficiencia,2021-04-15 15:34:45
1332,XPKFER,VFHEHR,Mindset digital,flexibilidad,2021-04-23 15:27:34
1333,YBPEUH,GTKOAR,5S,integridad,2020-03-11 14:12:29
1334,YYZTHO,UIUGGE,Mejor enfocada,flexibilidad,2020-01-16 09:47:27
1335,COAWHR,BVNVRI,5S,liderazgo,2022-08-17 16:40:59
1336,WJTRJS,SRHEUW,Gestión visual,eficiencia,2021-07-22 08:04:00
1337,XOKEPR,GJXAOW,Mindset digital,eficiencia,2020-05-01 11:40:39
1338,YYZTHO,TJVMBD,Mindset digital,eficiencia,2020-09-23 14:35:23
1339,UTGFSG,FSGQEK,Mindset digital,eficiencia,2022-10-24 13:59:12
1340,OIMGGQ,GKWWEC,trabajo en equipo,eficiencia,2020-01-14 14:45:02
1341,RXEKOY,FJQVLT,trabajo en equipo,integridad,2022-12-12 16:52:19
1342,JSRCFO,EDTPEY,Mejor enfocada,flexibilidad,2022-11-01 10:29:50
1343,OTDUUD,NUQHZM,5S,integridad,2022-01-27 09:05:52
1344,VRLILS,DSAIUZ,Gestión visual,flexibilidad,2020-05-11 10:44:31
1345,QOQREG,GJNMKD,trabajo en equipo,liderazgo,2020-03-05 13:52:52
1346,PUJIAS,PDZTYG,Mindset digital,liderazgo,2022-12-02 16:05:33
1347,URYLNS,KVXWQK,Mindset digital,integridad,2020-01-09 14:13:26
1348,ZVRSPJ,TJZCUB,5S,liderazgo,2020-09-16 10:34:13
1349,NCVITT,HVGQZL,Gestión visual,flexibilidad,2020-02-27 11:20:02
1350,XOKEPR,RXEKOY,trabajo en equipo,flexibilidad,2020-12-07 10:37:05
1351,OQASBV,NAAYMW,Gestión visual,liderazgo,2022-05-27 10:23:08
1352,HTWLQX,EHQSCS,Mindset digital,integridad,2022-09-19 09:59:54
1353,WTEZZM,TTJBUR,trabajo en equipo,flexibilidad,2020-04-16 15:05:01
1354,GJXAOW,EAOTWG,Mejor enfocada,eficiencia,2021-05-25 16:50:31
1355,UTGFSG,USOPPP,Gestión visual,eficiencia,2021-02-12 09:00:34
1356,UGJBEZ,HOSBFJ,Gestión visual,integridad,2022-11-01 12:10:08
1357,PAFJGV,CTJUNF,Gestión visual,integridad,2022-08-15 14:48:18
1358,LOCLBR,EKOPDB,trabajo en equipo,integridad,2021-04-12 08:57:06
1359,MSAPPM,MSAPPM,Mindset digital,integridad,2020-08-19 12:23:13
1360,RHMZLJ,AHCZOB,Mejor enfocada,integridad,2022-05-24 11:58:24
1361,NUBWLD,AICYGJ,Gestión visual,eficiencia,2021-10-13 12:09:25
1362,YWBCVM,WPCELQ,Mejor enfocada,eficiencia,2020-05-26 11:03:19
1363,ZFSNEE,ODRKER,trabajo en equipo,integridad,2022-02-17 13:23:12
1364,EKOPDB,BVNVRI,Mejor enfocada,eficiencia,2021-05-20 10:41:01
1365,RXEKOY,PHZJVT,5S,flexibilidad,2021-12-21 10:34:51
1366,ZFSNEE,XBWZWG,Mejor enfocada,integridad,2021-09-10 13:33:19
1367,YXITAI,XQOAVC,5S,integridad,2022-09-06 09:32:29
1368,ULHLQI,LRDAXO,Mejor enfocada,eficiencia,2021-06-09 13:24:36
1369,NCVITT,EKOPDB,trabajo en equipo,integridad,2020-10-01 13:40:17
1370,TOUMIM,THIDGP,Gestión visual,flexibilidad,2021-04-01 10:08:46
1371,PUJIAS,ICOBBV,trabajo en equipo,flexibilidad,2022-12-05 16:36:49
1372,QIFFFW,BKSNPB,Mindset digital,flexibilidad,2021-02-04 15:25:37
1373,TVGKMZ,KEUSNF,Mejor enfocada,integridad,2022-04-05 12:51:47
1374,XXOQZL,LHAHZY,5S,integridad,2021-02-03 14:28:57
1375,RCBJMC,PARQZG,trabajo en equipo,liderazgo,2021-11-26 15:49:11
1376,HGTZXV,HCETRA,trabajo en equipo,flexibilidad,2022-12-23 14:07:20
1377,QOUKJT,OSDYJF,5S,liderazgo,2022-09-02 15:41:06
1378,FDKEFG,AKNUZC,5S,flexibilidad,2021-08-09 13:54:42
1379,IAINEP,AHCZOB,trabajo en equipo,eficiencia,2021-10-08 08:21:44
1380,PDZTYG,GYWCQG,5S,eficiencia,2020-02-27 11:40:00
1381,ODRKER,NCVITT,Mindset digital,liderazgo,2022-06-27 12:44:45
1382,IAINEP,GZTILD,Mindset digital,eficiencia,2021-09-10 15:13:54
1383,WPQVQF,OCRIHG,Mejor enfocada,flexibilidad,2020-06-12 08:23:20
1384,ZVRSPJ,ZVRSPJ,Gestión visual,liderazgo,2022-02-17 14:49:08
1385,WIRZZR,LYQTZB,Mindset digital,liderazgo,2022-03-23 09:54:57
1386,SKTDVR,NGQYDO,Mejor enfocada,integridad,2020-11-20 15:21:18
1387,OCRIHG,GSAZKQ,Mejor enfocada,liderazgo,2021-09-24 10:47:46
1388,UGTYPD,PZTNGZ,Gestión visual,liderazgo,2022-12-06 11:40:55
1389,LOOGPX,JQFVBG,Gestión visual,liderazgo,2022-09-01 08:57:22
1390,YWBCVM,XQOAVC,Gestión visual,liderazgo,2020-07-07 08:59:46
1391,NGQYDO,LOCLBR,Mindset digital,integridad,2020-05-12 08:16:20
1392,YMYLFX,RZBQVC,5S,flexibilidad,2022-08-25 11:33:45
1393,PWAOVJ,ADACNO,Mejor enfocada,eficiencia,2022-12-26 13:12:10
1394,ZJTHTP,OALJGY,Mindset digital,integridad,2021-10-20 11:24:55
1395,YPEREB,LHAHZY,Mindset digital,flexibilidad,2022-08-02 10:33:41
1396,UTGFSG,RXRBPK,Mindset digital,integridad,2022-08-05 09:01:56
1397,ZJTHTP,YPEREB,5S,eficiencia,2020-12-02 08:21:44
1398,ZVRSPJ,ZJTHTP,Mindset digital,eficiencia,2020-12-14 14:00:00
1399,TQGKAB,KJSLKY,trabajo en equipo,eficiencia,2020-09-23 12:27:10
1400,TCYMBR,OHZSFW,Mejor enfocada,liderazgo,2020-05-05 12:36:49
1401,YPEREB,QBRDLY,Mejor enfocada,liderazgo,2020-08-20 14:59:01
1402,NGQYDO,FDKEFG,Mejor enfocada,liderazgo,2020-11-26 16:34:15
1403,WIRZZR,LMJATX,Mejor enfocada,integridad,2020-04-13 08:43:51
1404,TJZCUB,EQTLKU,Mejor enfocada,flexibilidad,2022-11-24 08:08:17
1405,YSDXVW,OTDUUD,5S,liderazgo,2021-05-18 08:10:51
1406,VTURVS,OHZSFW,5S,flexibilidad,2022-05-27 16:26:39
1407,YELGTT,WJTRJS,5S,flexibilidad,2020-11-13 13:46:06
1408,PKOKGH,MMMROI,trabajo en equipo,integridad,2022-02-09 14:21:28
